K1:02KSI6Z9AK	thyrotropin	tier1
K1:02OS7K758T	metharbital	tier1
K1:030PYR8953	ropinirole	tier1
K1:033072U4MZ	golodirsen	tier2
K1:039LU44I5M	floxuridine	tier2
K1:03C8A0DFJ8	guaiac	tier2
K1:03N9U5JAF6	atipamezole	tier2
K1:04201GDN4R	mometasone	tier1
K1:043IPI2M0K	1-2-distearoyl-sn-glycero-3-phosphocholine	tier3
K1:0462Z4S4OZ	obeticholic-acid	tier1
K1:046O35D44R	prilocaine	tier2
K1:050QZ2EDK7	sus-scrofa-pineal-gland	tier2
K1:05456MVL7T	radium	tier2
K1:05RMF7YPWN	hydrocortisone-butyrate	tier1
K1:05W904P57F	amylmetacresol	tier2
K1:0619F35CGV	tetracaine	tier2
K1:076WHW89TW	follitropin	tier1
K1:077DN93G5B	medrogestone	tier2
K1:07BH0IKF2I	carbon-monoxide	tier1
K1:081L192FO9	suvorexant	tier1
K1:089658A12D	guselkumab	tier1
K1:08GY9K1EUO	rasburicase	tier2
K1:08W5N2C97Q	alpelisib	tier1
K1:09495UIM6V	bimekizumab	tier1
K1:094ZI81Y45	tamoxifen	tier1
K1:0A09IUW5TP	prucalopride	tier2
K1:0A6JH35GMQ	prabotulinumtoxin-a	tier1
K1:0B24UR1O1S	fraxinus-americana-bark	tier2
K1:0B4FDL9I6P	thyroid-unspecified	tier1
K1:0CD5FD6S2M	fluocinolone-acetonide	tier1
K1:0CPP32S55X	dimercaprol	tier2
K1:0D3Q044KCA	galantamine	tier1
K1:0DE9724IHC	protamine	tier2
K1:0E43V0BB57	misoprostol	tier1
K1:0F350BVT6S	echothiophate	tier2
K1:0F3M7032P5	flutemetamol	tier2
K1:0F5N573A2Y	ether-2	tier2
K1:0F65R8P09N	goserelin	tier1
K1:0FMD6WV47M	solanum-nigrum-whole	tier2
K1:0G389FZZ9M	levocarnitine	tier1
K1:0G3C18OH4D	sulfoxone	tier1
K1:0GRZ0F5XJ6	eplontersen	tier2
K1:0H73WJJ391	topiramate	tier1
K1:0H8KZ470DW	serdexmethylphenidate	tier1
K1:0I8H2M0L7N	nicotinamide-riboside	tier1
K1:0I8Y3P32UF	berberine	tier1
K1:0J48LPH2TH	hydrochlorothiazide	tier1
K1:0J6Z13X3WO	zinc-sulfate-unspecified-form	tier2
K1:0J9L7J6V8C	nepafenac	tier1
K1:0JTX26L7CL	jacaranda-caroba-flower	tier2
K1:0K0S2P98ZJ	streptococcus-pneumoniae-type-7f-capsular-polysaccharide-diphtheria-crm197-protein-conjugate	tier1
K1:0K5743G68X	lemborexant	tier1
K1:0K5C5T2QPG	lansoprazole	tier1
K1:0K96FZ8ZI2	heimia-salicifolia-leaf	tier2
K1:0LB9J2797D	patiromer-sorbitex	tier2
K1:0LVY784C09	poliovirus-type-1-antigen	tier2
K1:0MVO31Q3QS	cranberry	tier1
K1:0NG5TTM63P	tramadol	tier1
K1:0O72R8RF8A	amino-acids	tier1
K1:0ORO6NCA4M	vipera-berus-venom	tier2
K1:0P6C6ZOP5U	roflumilast	tier1
K1:0QTW8Z7MCR	rofecoxib	tier1
K1:0RBV727H71	alpha-linolenic-acid	tier1
K1:0RH81L854J	l-glutamine	tier1
K1:0T2EF4JQTU	rimantadine	tier2
K1:0T493YFU8O	tianeptine	tier1
K1:0T93LG5NMK	tolrestat	tier1
K1:0TVP714IPW	quercus-acutissima-whole	tier2
K1:0UB3OA67O7#hncq	marstacimab-hncq	tier2
K1:0UE22Q87VC	apple-cider-vinegar	tier1
K1:0V5436JAQW	miglitol	tier1
K1:0V6E9Q2I0Y	manganese-acetate	tier2
K1:0VK51DA1T2	barium-chloride	tier2
K1:0W860991D6	doxecitine	tier2
K1:0W9O574LE8	bromus-ramosus-flower	tier2
K1:0X9PA28K43	verteporfin	tier2
K1:0YPR65R21J	sodium-sulfate-2	tier2
K1:10464S0TAA	teucrium-marum	tier2
K1:10A5O25ILE	ketorolac	tier1
K1:10L39TRG1Z	pentaerithrityl-tetranitrate	tier2
K1:10LGE70FSU	ammonium-phosphate-dibasic	tier2
K1:10X0709Y6I	bisacodyl	tier2
K1:125OD7737X	methocarbamol	tier2
K1:129FW80TG4	mangafodipir-trisodium-2	tier2
K1:12MCS4H09N	quince	tier2
K1:12PYH0FTU9	lecanemab	tier1
K1:1306V2B0Q8	propantheline	tier2
K1:1314JZ2X6W	influenza-b-virus	tier2
K1:13T4O6VMAM	piroxicam	tier1
K1:140QMO216E	metronidazole	tier2
K1:141A6AMN38	cilastatin	tier2
K1:144O8QL0L1	diclofenac	tier1
K1:1534K8653J	wheat-gluten	tier1
K1:15A52GPT8T	linsitinib	tier1
K1:15C2VL427D#mrbb	aflibercept-mrbb	tier2
K1:169D1260KM	nitroprusside	tier1
K1:175F461W10	cynodon-dactylon-pollen	tier2
K1:17A930VR0G	adonis-vernalis-flowering-top	tier2
K1:17E17JBP8L	iomeprol	tier2
K1:17VGG92R23	pemafibrate	tier2
K1:1806D8D52K	amitriptyline	tier1
K1:184SNS8VUH	sulindac	tier1
K1:197B3Q7T5Q	veratrum-viride-root	tier1
K1:19988ORO24	field-mushroom	tier2
K1:19FUJ2C58T	ginkgo	tier1
K1:19GBJ60SN5	cannabidiol	tier1
K1:19QM69HH21	pyridostigmine	tier1
K1:19RAD88E6O	thuja-occidentalis-bark	tier2
K1:1C058IKG3B	teriflunomide	tier1
K1:1C39JW444G	cabozantinib	tier1
K1:1C6V77QF41	vitamin-d3	tier1
K1:1D6EFC579A	chlormerodrin-hg-197	tier1
K1:1EJ6Z6Q368	bempedoic-acid	tier1
K1:1EQV5MLY3D	taurine	tier1
K1:1F0L5N25ZZ	diprenorphine	tier2
K1:1FKD81GIZJ	cholera-enterotoxin-subunit-b	tier2
K1:1G5BK41P4F	indigo	tier2
K1:1GS872GAFV	monensin-sodium	tier2
K1:1H23589PLJ	mitchella-repens	tier2
K1:1HM943223R	triazolam	tier1
K1:1IJV77EI07	tepotinib	tier1
K1:1J444QC288	amlodipine	tier1
K1:1JQS135EYN	oxytocin	tier1
K1:1K573LC5TV	potassium-sulfate	tier2
K1:1LS1T6R34C	tiaprofenic-acid	tier2
K1:1MBW07J51Q	calcium-sulfide	tier2
K1:1NF15YR6UY	aprepitant	tier2
K1:1NKX3648J9	dichlorobenzyl-alcohol	tier2
K1:1RXS4UE564	alteplase	tier1
K1:1T0N3G9CRC	trandolapril	tier1
K1:1TH8Q20J0U	berberis-vulgaris-root-bark	tier2
K1:1UA8E65KDZ	alitretinoin	tier2
K1:1ULL0QJ8UC	dapagliflozin-propanediol	tier1
K1:1VU15B70BP	benzethonium	tier2
K1:1WS297W6MV	phenylephrine	tier1
K1:1WZ12GTT67	temafloxacin	tier1
K1:1X70OSD4VX	ibrutinib	tier1
K1:1XU104G55N	colesevelam	tier1
K1:1Y17CTI5SR	insulin-human	tier1
K1:1Y1L18LQAF	esculin	tier2
K1:1ZK20VI6TY	triamcinolone	tier2
K1:20ED16GHEB	chorionic-gonadotropin	tier1
K1:20O93L6F9H	oseltamivir	tier2
K1:20OK4AFR4Y	alipogene-tiparvovec	tier2
K1:21240MF57M	sulfanilamide	tier2
K1:2166IN72UN	naphthalene	tier2
K1:21AF0IHY5U	fagus-sylvatica-flowering-top	tier2
K1:2285XW22DR	cixutumumab	tier1
K1:22IC88528T	lurasidone	tier2
K1:22T8Z09XAK	amyl-nitrite	tier2
K1:22VKV8053U	raltegravir	tier1
K1:22X328QOC4	fulvestrant	tier1
K1:23036553F6	streptococcus-pneumoniae-type-18c-capsular-polysaccharide-antigen	tier1
K1:2340UP1L2G	hydrocortisone-aceponate	tier2
K1:23521W1S24	clavulanate	tier2
K1:236YGP181O	human-rotavirus-a-type-g3p7-strain-wi78-live-antigen	tier2
K1:23Q8M2HE6S	meclocycline-sulfosalicylate	tier1
K1:241ATL177A	soybean-oil	tier1
K1:2436VX1U9B	ibutilide	tier2
K1:253RUG1X1A	blueberry	tier1
K1:2595C75F1P	sus-scrofa-uterus	tier2
K1:25E79B5CTM#cxdl	denileukin-diftitox-cxdl	tier2
K1:25VC15141Q	human-rotavirus-a-type-g1p7-strain-wi79-live-antigen	tier2
K1:25W8454H16	sulfamethizole	tier1
K1:25X51I8RD4	niacinamide	tier1
K1:260456HAM0	nicorandil	tier2
K1:2679MF687A	niacin	tier1
K1:26GW6E5M72	heparin	tier1
K1:26NAK24LS8	hydralazine	tier1
K1:276897E67U	potassium-lactate	tier2
K1:276F2O42F5	hydroxyprogesterone-caproate	tier1
K1:279O8I0433	carbo-animalis	tier2
K1:27T56C7KK0	alglucerase	tier2
K1:27Y83O992Q	nonacog-beta-pegol	tier2
K1:28X28X9OKV	durvalumab	tier1
K1:2919279Q3W	valdecoxib	tier1
K1:295O53K152	potassium-cation	tier1
K1:29CA62712F	pediculus-humanus-var-capitis	tier2
K1:29I7RP18RG	mitoglitazone	tier1
K1:29VT07BGDA	l-citrulline	tier1
K1:2A88ZO081O	pineapple	tier2
K1:2ACZ6IPC6I	gamma-aminobutyric-acid	tier1
K1:2BP70L44PR	dexamethasone-phosphate	tier2
K1:2C6A9NH2Z8	lovotibeglogene-autotemcel	tier2
K1:2DMT128M1S	cetearyl-alcohol	tier2
K1:2E18WX195X	dabigatran-etexilate	tier1
K1:2EMS3QFX65	echinacea-purpurea-flowering-top	tier2
K1:2F399MM81J	oxaloacetate	tier1
K1:2FXJ6SW4PK	achillea-millefolium	tier2
K1:2GT1D0TMX1	moricizine	tier1
K1:2H1576D5WG	smilax-ornata-root	tier2
K1:2J3YBM1K8C	brexpiprazole	tier1
K1:2M36281008	etodolac	tier1
K1:2MEL770SC5	sophora-alopecuroides-whole	tier2
K1:2MGG3XW1L2	streptococcus-pneumoniae-type-33f-capsular-polysaccharide-antigen	tier1
K1:2N6K9DRA24	deanol	tier1
K1:2O4BE0K238	volanesorsen	tier2
K1:2P471X1Z11	omalizumab	tier1
K1:2P6O7CFW5K	triheptanoin	tier2
K1:2PU6O23V1G	sutilains	tier2
K1:2RV7212BP0	psilocybin	tier1
K1:2SH16612I9	aminorex	tier1
K1:2V16EO95H1	palmitic-acid	tier2
K1:2WTB3V159F	sodium-nitroprusside	tier1
K1:2WTV10SIKH	mitapivat	tier1
K1:2XJX250C20	dacomitinib	tier2
K1:2Y49VWD90Q	corynine	tier2
K1:2Y53S6ATLU	dimethicone-350	tier2
K1:2Y87E22X71	hydrocortisone-phosphate	tier1
K1:2Z07MYW1AZ	anastrozole	tier1
K1:2ZD004190S	threonine-2	tier1
K1:2ZKG2M978D#mrna	respiratory-syncytial-virus-pre-fusion-glycoprotein-f-mrna	tier2
K1:2ZM8CX04RZ	insulin-glargine	tier1
K1:2ZM8CX04RZ#aglr	insulin-glargine-aglr	tier2
K1:304GTH6RNH	etonogestrel	tier1
K1:30IW36W5B2	calcium-oxybate	tier1
K1:30OMY4G3MK	guanfacine	tier1
K1:318ADP12RI	chlorogenic-acid	tier2
K1:31YO63LBSN	nivolumab	tier1
K1:320T6RNW1F	mifepristone	tier1
K1:320YC168LF	halazepam	tier1
K1:32C726X12W	pentoxyverine	tier1
K1:32W6AJL0DY	garadacimab	tier1
K1:333OX80X87	trafermin	tier2
K1:339NCG44TV	phenol	tier1
K1:34PHS7TU43	epicatechin-2	tier1
K1:35A26E427H	reslizumab	tier1
K1:35C9R2N24F	ferric	tier2
K1:361LPM2T56	sugammadex	tier2
K1:3629601H5D	drimia-maritima-bulb	tier2
K1:362O9ITL9D	acetaminophen	tier2
K1:367589PJ2C	mefenamic-acid	tier1
K1:3729L8MA2C	bee-pollen	tier2
K1:37CQ2C7X93	canakinumab	tier1
K1:38010FNG4Y	sorbus-domestica-whole	tier2
K1:381V4FCV2Z	telotristat	tier2
K1:382L14738L	nonacog-alfa	tier2
K1:386012Z45S	linerixibat	tier2
K1:38K542K6ZV	isophane-insulin-human-suspension	tier2
K1:394XK0IH40	phosphatidylserine	tier1
K1:3982TWQ96G	neostigmine-methylsulfate	tier2
K1:39TG2H631E	copper-tripeptide-1	tier2
K1:3A58010674#bmez	pegfilgrastim-bmez	tier2
K1:3A58010674#cbqv	pegfilgrastim-cbqv	tier2
K1:3A58010674#pbbk	pegfilgrastim-pbbk	tier2
K1:3A58010674#pccg	pegfilgrastim-pccg	tier2
K1:3A64E3G5ZO	bromocriptine	tier1
K1:3A9RD92BS4	ferric-maltol	tier1
K1:3B7C0987O9	butter	tier1
K1:3B8D35Y7S4	lactic-acid-dl	tier2
K1:3BA2N709NG	juglans-regia-flowering-top	tier2
K1:3DX3XEK1BN	enrofloxacin	tier2
K1:3E271BSI0C	mucuna-pruriens-fruit-trichome	tier2
K1:3FU86L9OS0	actaea-spicata	tier2
K1:3G0285N20N	pirenzepine	tier2
K1:3G6A5W338E	caffeine	tier1
K1:3G943U18KM	tolfenamic-acid	tier2
K1:3H04W2810V	auranofin	tier1
K1:3H48L0LPZQ	ivabradine	tier1
K1:3H8GSZ4SQL	avatrombopag	tier2
K1:3J962UJT8H	cefmetazole	tier1
K1:3L5TQ84570	meclizine	tier1
K1:3M5V3D1X36	arctostaphylos-uva-ursi-leaf	tier2
K1:3M7OB98Y7H	sildenafil	tier1
K1:3NXW29V3WO	hypromelloses	tier2
K1:3O2K1S3WQV	vortioxetine	tier1
K1:3OOH7Q4333	cythioate	tier2
K1:3OWL53L36A	mannitol	tier1
K1:3Q034RO3BT	lytta-vesicatoria	tier2
K1:3QKI37EEHE	remdesivir	tier2
K1:3R963LO08T	kalanchoe-pinnata-leaf	tier2
K1:3SW678MX72	arabica-coffee-bean	tier2
K1:3SY5LH9PMK	lactose-anhydrous	tier1
K1:3T8H1794QW	eugenol	tier2
K1:3U8PBH2BON	rosiglitazone	tier1
K1:3VHF2ZD92J	romosozumab	tier2
K1:3VQ38D63M7	alfatradiol	tier1
K1:3X29ZEJ4R2	linagliptin	tier1
K1:3X7931PO74	hydrocortisone-acetate	tier1
K1:3XC8GUZ6CB	sulfasalazine	tier1
K1:3XMK78S47O	testosterone	tier1
K1:3Y68K91A3M	iodohippurate	tier2
K1:3Z9Y7UWC1J	apixaban	tier1
K1:3ZO554A4Q8	voxelotor	tier1
K1:40D3SCR4GZ	buprenorphine	tier2
K1:40UIR9Q29H	sodium-butyrate	tier1
K1:411VRN1TV4	nitrate	tier1
K1:413KH5ZJ73	rosuvastatin	tier1
K1:41728CY7UX	magnesium-salicylate	tier2
K1:418M5916WG	chloral-hydrate	tier2
K1:41LZ22DD4N	bacillus-anthracis-immunoserum-rabbit	tier2
K1:41X3PWK4O2	nateglinide	tier1
K1:420K487FSG	dupilumab	tier1
K1:433OSF3U8A	chaste-tree-fruit	tier2
K1:43502P7F0P	methylprednisolone-acetate	tier1
K1:438HCF2X0M	defibrotide	tier1
K1:4419T9MX03	iohexol	tier1
K1:44RAL3456C	methamphetamine	tier1
K1:44YRR34555	levetiracetam	tier2
K1:451W47IQ8X	sodium-chloride	tier1
K1:452VLY9402	serine	tier1
K1:459AG36T1B	prasterone	tier1
K1:45IUB1PX8R	monomethyl-fumarate	tier2
K1:45P3261C7T	sodium-carbonate	tier1
K1:45TPJ4MBQ1	eluxadoline	tier2
K1:469GW8R486	bromisoval	tier1
K1:46M3EV8HHE	dienogest	tier1
K1:46QZ19OEX8	levisticum-officinale-root	tier2
K1:475247QF1Z	equine-thymocyte-immune-globulin	tier2
K1:47BPR3V3MP	interferon-alfa-n3	tier2
K1:47ISU063SG	zuclopenthixol	tier2
K1:47RRR83SK7	interferon-alfa-2a	tier2
K1:48268V50D5	casein	tier1
K1:4888ME6C4E	robenidine	tier2
K1:48TCX9A1VT	cystine	tier2
K1:490D9F069T	lanthanum-carbonate	tier2
K1:492225Q21H	onion	tier2
K1:494JNQ8L28	technetium-tc-99m-succimer-2	tier2
K1:495W7451VQ	guaifenesin	tier2
K1:49OY13BE7Z	ostrea-edulis-shell	tier2
K1:4B33BGI082	cholestyramine	tier1
K1:4BC83L4PIY	pitolisant	tier1
K1:4EQZ6YO2HI	denosumab	tier1
K1:4EQZ6YO2HI#bnht	denosumab-bnht	tier2
K1:4EQZ6YO2HI#dssb	denosumab-dssb	tier2
K1:4EQZ6YO2HI#mobz	denosumab-mobz	tier2
K1:4EQZ6YO2HI#qbde	denosumab-qbde	tier2
K1:4F05V145YR	tyropanoate	tier1
K1:4F4X42SYQ6	rituximab	tier1
K1:4F4X42SYQ6#abbs	rituximab-abbs	tier2
K1:4FT78T86XV	insulin-detemir	tier1
K1:4G7DS2Q64Y	progesterone	tier1
K1:4GB5DQR532	sus-scrofa-cerebrum	tier2
K1:4H5YMK1H2E	bezlotoxumab	tier2
K1:4I27BB349X	alkavervir	tier1
K1:4I8HAB65SZ	nisoldipine	tier2
K1:4J2I0SN84Y	wheat	tier2
K1:4KQ8G4M9DE	r-mexiletine	tier2
K1:4L6452S749	inositol	tier1
K1:4N14V5R27W	raspberry	tier2
K1:4NDU154T12	protriptyline	tier2
K1:4O4S742ANY	escitalopram	tier1
K1:4Q81I59GXC	mesalamine	tier1
K1:4QWG6N8QKH	hydroxychloroquine	tier1
K1:4R7X1O2820	chlorine	tier2
K1:4RA0KN46E0	upadacitinib	tier1
K1:4RII332O0R	iodamide	tier1
K1:4T36H88UA7	apalutamide	tier1
K1:4T6H12BN9U	petrolatum	tier1
K1:4TI98Z838E	estradiol	tier1
K1:4VBP01X99F	cascara-sagrada	tier2
K1:4VQ3JK6ZJJ	collagen	tier1
K1:4X49Y0596W	octisalate	tier2
K1:4YM1W0EGQ5	lutetium-lu-177-vipivotide-tetraxetan	tier1
K1:4Z8R6ORS6L	thalidomide	tier1
K1:502FWN4Q32	aliskiren	tier1
K1:50D9XSG0VR	mechlorethamine	tier2
K1:50FKX8CB2Y	patisiran	tier2
K1:50L35LKK9W	gentianella-quinquefolia	tier2
K1:5138Q19F1X	ammonia	tier1
K1:51BRR32WPP	helianthemum-nummularium-flower	tier2
K1:528XYJ8L1N	etoposide-phosphate	tier2
K1:52936SIP7V	phenyl-aminosalicylate	tier1
K1:52B1340190	aspidosperma-quebracho-blanco-bark	tier2
K1:52CMI0WC3Y	atezolizumab	tier1
K1:532B59J990	polyvinyl-alcohol	tier2
K1:535G2ABX9M	fucus-vesiculosus	tier2
K1:53AXN4NNHX	semaglutide	tier1
K1:53GH7MZT1R	mercuric-chloride	tier2
K1:53IEF47846	acadesine	tier1
K1:53QOG569E0	orciprenaline	tier1
K1:53Y84VPS2W	prunus-spinosa-flower-bud	tier2
K1:5438723848	vecuronium	tier2
K1:54534MX6Z9	teclistamab	tier2
K1:54Q18076QB	insulin-degludec	tier1
K1:554Z48XN5E	methimazole	tier1
K1:556Q0P6PB1	technetium-tc-99m-sulfur-colloid	tier2
K1:557S3L3FAP	pemivibart	tier2
K1:55H0W83JO5	formica-rufa	tier2
K1:563KS2PQY5	lacosamide	tier2
K1:56588OP40D	interferon-alfacon-1	tier2
K1:5688UTC01R	tretinoin	tier1
K1:578389D6D0	clove-oil	tier2
K1:578H0RMP25	dirlotapide	tier2
K1:57GNO57U7G	finasteride	tier1
K1:57WA9QZ5WH	nimodipine	tier1
K1:57Y76R9ATQ	naproxen	tier1
K1:5811MI029U	agrimonia-eupatoria-flower	tier2
K1:58SBH37T77	paroxetine	tier1
K1:5965120SH1	minoxidil	tier2
K1:59677RXH25	equisetum-hyemale	tier2
K1:5B2546MB5Z	elagolix	tier1
K1:5B307S63B2	beclomethasone-dipropionate	tier2
K1:5BF646324K	vinflunine	tier2
K1:5E7U48495E	albiglutide	tier1
K1:5G06TVY3R7	rutin	tier1
K1:5GMR90S4KN	methylprednisolone-hemisuccinate	tier1
K1:5GRO578KLP	flurbiprofen	tier1
K1:5HDI847257	epinastine	tier2
K1:5IB2J79MCX	spesolimab	tier1
K1:5IE62321P4	gramicidin	tier2
K1:5J9CPU3RE0	furazolidone	tier2
K1:5JGL4G25R7	oxypertine	tier2
K1:5K1UO2888Y	baptisia-tinctoria	tier2
K1:5O6VWA87VA	prothipendyl	tier2
K1:5OCF3O11KX	cocamidopropyl-betaine	tier2
K1:5P4DHS6ENR	benzonatate	tier2
K1:5P60F84FBH	givinostat	tier2
K1:5PE9FDE8GB	clonazepam	tier1
K1:5PX2ESK7OE	esmolol	tier1
K1:5Q01F7TPJJ	populus-tremula-flowering-top	tier2
K1:5Q6TZN2HNM	ecallantide	tier1
K1:5Q768OY0GI	streptococcus-pneumoniae-type-9v-capsular-polysaccharide-diphtheria-crm197-protein-conjugate	tier1
K1:5Q7ZVV76EI	warfarin	tier1
K1:5QZO15J2Z8	famotidine	tier2
K1:5R6HPB294Y	holarrhena-pubescens-bark	tier2
K1:5R97F5H93P	estradiol-acetate	tier1
K1:5RNZ8GJO7K	dapiprazole	tier1
K1:5S29HWU6QB	cinnamon	tier1
K1:5S6W795CQM	naltrexone	tier1
K1:5TAA004E22	sargramostim	tier2
K1:5UAU16Z1U4	scabies-lesion-lysate	tier2
K1:5UX2SD1KE2	cysteamine	tier1
K1:5W7SIA7YZW	levonorgestrel	tier1
K1:5W8JGG2651	idursulfase	tier2
K1:5Y5F15120W	protirelin	tier1
K1:5YDT22B64Y	succinic-acid	tier2
K1:5YL4IQ1078	osilodrostat	tier1
K1:5Z7OO9FNFD	difloxacin	tier2
K1:60ME133FJB	etelcalcetide	tier1
K1:60UAB198HK	abemaciclib	tier1
K1:614OI1Z5WI	valproic-acid	tier1
K1:6158TKW0C5	phenytoin	tier2
K1:62UXS86T64	salinomycin	tier2
K1:6334XMP4KC	human-rotavirus-a-type-g4p7-strain-brb-live-antigen	tier2
K1:637E494O0Z	lorcaserin	tier1
K1:639KR60Q1Q	gelsemium-sempervirens-root	tier1
K1:63CZ7GJN5I	allopurinol	tier1
K1:63POE2M46Y	elm	tier2
K1:644CZ16IR5	solidago-canadensis-pollen	tier2
K1:653552FH1N	pipamazine	tier1
K1:659G217HPG	brown-rice	tier1
K1:660YQ98I10	chloride	tier1
K1:668Z8C33LU	repaglinide	tier1
K1:66H7ZZK23N	ozone	tier1
K1:66PZQ62YA6	branched-chain-amino-acids	tier1
K1:6716Z5YR3G	polidronium-chloride	tier2
K1:6783M2LV5X	pexidartinib	tier2
K1:67P356D8GH	acebutolol-2	tier2
K1:67VB76HONO	dexmedetomidine	tier2
K1:68603V9EAF#mtci	concizumab-mtci	tier2
K1:6867Q6IKOD	florbetapir	tier2
K1:68717P8FUZ	hydrocortisone-valerate	tier2
K1:6897GXD6OE	ferric-carboxymaltose	tier2
K1:68IQX3T69U	propafenone	tier2
K1:68QN45K12N	krypton-kr-81m-2	tier1
K1:690G0D6V8H	ketamine-2	tier2
K1:69441FUI2H	ficus-religiosa	tier2
K1:696R5N4NRM	2-aminomethyl-phenol	tier1
K1:699121PHCA	docetaxel-anhydrous	tier2
K1:6995V82D0B	eplerenone	tier1
K1:69PN84IO1A	enalapril	tier1
K1:6A9O50735X	artenimol	tier2
K1:6AQ1Y404U7	cangrelor	tier2
K1:6B4ZBS263Y	sotagliflozin	tier1
K1:6DH1W9VH8Q	acetylcarnitine	tier1
K1:6E0A168OB8	desoxycorticosterone-acetate	tier1
K1:6GC8A4PAYH	icosapent-ethyl	tier1
K1:6GRV67N0U2	diamond	tier2
K1:6HNB6FRT7X	sanguinarine	tier2
K1:6I19M5GB0G	policresulen	tier2
K1:6I819NIK1W	tropisetron	tier2
K1:6J5J15Q2X8	ulipristal	tier1
K1:6JKA7MAH9C	guaiacol	tier2
K1:6K28E35M3B	tixocortol-pivalate	tier2
K1:6KD9E78X68	dexketoprofen	tier2
K1:6KY687524K	glimepiride	tier1
K1:6L8OF9XRDC	fosaprepitant	tier2
K1:6M3C89ZY6R	nicotine	tier1
K1:6MCE3VTF0O	tribromsalan	tier1
K1:6QVL057INT	cemiplimab	tier1
K1:6RV024OAUQ	thyroid	tier1
K1:6S49DGR869	canagliflozin	tier1
K1:6UKA5VEJ6X	ziprasidone-2	tier2
K1:6UYK2W1W1E	olive-oil	tier1
K1:6V5034L121	chlorotrianisene	tier1
K1:6VNO72PFC1	avocado-oil	tier2
K1:6X9OC3H4II	loperamide	tier1
K1:6Y8XYV2NOF	propolis	tier1
K1:6YR2608RSU	tobacco-leaf	tier2
K1:6YSS42VSEV	fructose	tier1
K1:6ZA31Y954Z	brodalumab	tier1
K1:70BSQ12069	lumateperone	tier2
K1:70HZ18PH24	zoledronic-acid	tier1
K1:70JE2N95KR	tigecycline	tier2
K1:71492GE1FX	benralizumab	tier1
K1:714I8DV77O	bos-taurus-mammary-gland	tier2
K1:71M78END5S	omega-3-fatty-acids	tier1
K1:724L30Y2QR	ursodiol	tier1
K1:72VUP07IT5	alpha-arbutin	tier1
K1:7355X3ROTS	dextromethorphan	tier1
K1:7389YR3OOV	samarium-sm-153-lexidronam-pentasodium-2	tier2
K1:73K4184T59	digoxin	tier2
